Description,Discount_Price,Price,Metal,Metal Color,Stones,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Gemstones,Top Length,Top Diameter,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Length,Band Width,Flower Diameter,Band Thickness,Starfish Size,Snake Length, Height, Stone included,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Diameter,Information,Top Length Appx,Height , Contains,Jewelry_Type,Sex
"Effy Canare 18K Two-Tone Gold Yellow & White Gold Diamond Ring, 2.19 TCW",19950.0,28500.0,18K Gold,White,"Cushion Yellow Diamond 1.5,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Yellow Gold Emerald and Diamond Panther Ring, 0.67 TCW",1750.0,3500.0,14K Gold,Yellow,"Round Diamond 0.62, Round Emerald 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Safari 14K Yellow Gold Multi Gemstone and Diamond Snake Ring, 2.19 TCW",2236.5,3195.0,14K Gold,Yellow,"Multi Shape Multi Color 1.75, Round Diamond 0.44",,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K Yellow Gold Onyx and Diamond Evil Eye Ring, 1.25 TCW",696.5,995.0,14K Gold,Yellow,"Multi Shape Onyx 1.2, Round Diamond 0.05",,,,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ocean Bleu 14K Gold London Blue Topaz and Diamond Ring, 2.10 TCW",1046.5,1495.0,14K Gold,White,"Round Blue Topaz 2, Round Diamond 0.1",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 9.06 TCW",1676.5,2395.0,14K Gold,Yellow,"Oval Citrine 8.75, Multi Shape Diamond 0.31",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.53 TCW",2275.0,3250.0,14K Gold,Rose,"Emerald Cut Morganite 2.2, Round Diamond 0.33",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Limited Edition 14K White Gold Blue Sapphire & Diamond Ring, 8.07 TCW",3925.0,7850.0,14K Gold,White,"Multi Shape Blue Sapphire 7.85, Round Diamond 0.22",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Ring, 5.56 TCW",2796.5,3995.0,14K Gold,Yellow,"Rectangle Onyx 5.3, Round Diamond 0.26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & Gold Onyx Ring, 4.51 TCW",262.5,375.0,Sterling Silver & 18K Gold,Yellow,"Cushion Onyx 4.51,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Amethyst, Tanzanite and Diamond Ring, 7.49 TCW",1816.5,2595.0,14K Gold,Rose,"Rectangle Multi Color 7.35, Round Diamond 0.14",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Ring, 1.36 TCW",1297.5,2595.0,14K Gold,Yellow,"Round Ruby 1, Round Diamond 0.36,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Hematian 18K White Gold Diamond Ring, 2.68 TCW",10496.5,14995.0,18K Gold,White,"Round Diamond 2.68,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K White Gold Multi Sapphire and Diamond Ring, 5.53 TCW",3597.5,7195.0,14K Gold,White,"Oval Multi Sapphire 5.18, Round Diamond 0.35",,"7/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Yellow Gold Diamond Filigree Ring, .84 TCW",1952.5,3905.0,14K Gold,Yellow,"Round Diamond, Round Cognac Diamond ",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.81 TCW",7350.0,10500.0,14K Gold,White,"Emerald Emerald 2.33, Round Diamond 0.48",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K Yellow Gold Diamond and Emerald Ring, 1.94 TCW",2647.5,5295.0,14K Gold,Yellow,"Oval Emerald 1.16, Round Diamond 0.78,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Gemma 14K White Gold Tanzanite and Diamond Ring, 1.60 TCW",2096.5,2995.0,14K Gold,White,"Emerald Cut Tanzanite 1.33, Round Diamond 0.27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Safari 14K Yellow Gold Tsavorite, Dia. & Sapphire Frog Ring, 1.45 TCW",2656.5,3795.0,14K Gold,Yellow,"Round Multi Color 1.08, Round Diamond 0.37,Frog measures approx .75"" long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K Two Tone Gold Blue and White Diamond Crossover Ring, 1.00 TCW",1750.0,2500.0,14K Gold,Yellow and White,Round Diamond 1,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ocean Bleu 14K Gold London Blue Topaz and Diamond Ring, 8.69 TCW",2275.0,3250.0,14K Gold,White,"Cushion Blue Topaz 8.35, Round Diamond 0.34,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Cocktail Ring, 7.00 TCW",4196.5,5995.0,14K Gold,White,"Emerald Cut Aquamarine 6.85, Round Diamond 0.15",,"9/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Sunset 14K Rose Gold Fire Citrine and Diamond Ring, 5.44 TCW",1396.5,1995.0,14K Gold,Rose,"Pear Citrine 5.35, Round Diamond 0.09",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Multi Sapphire and Diamond Ring, 3.29 TCW",1997.5,3995.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 3, Round Diamond 0.29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K White Gold Ruby and Diamond Ring, 1.02 TCW",1396.5,1995.0,14K Gold,White,"Marquise Ruby 0.87, Round Diamond 0.15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Nature 14K Rose Gold Diamond Single or Double Finger Butterfly Ring, 1.18 TCW",4056.5,5795.0,14K Gold,Rose,Round Diamond 1.18,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow and White Gold Diamond Crossover Ring, 0.39 TCW",2750.0,5500.0,14K Gold,Yellow,"Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.58 TCW",3997.5,7995.0,14K Gold,Yellow,"Emerald Cut Emerald 1.42, Round Diamond 1.16",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.51 TCW",3006.5,4295.0,14K Gold,White,"Emerald Cut Tanzanite 1.33, Multi Shape Diamond 0.18",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 1.79 TCW",1497.5,2995.0,14K Gold,White,"Round Aquamarine 1.4, Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Tanzanite and Diamond Ring, 2.30 TCW",3200.0,6400.0,14K Gold,White,"Round Tanzanite 1.9, Round Diamond 0.4",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Diamond Cluster Ring, 0.49 TCW",696.5,995.0,Sterling Silver,N/A,"Round Diamond 0.49,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Canare 18K Two-Tone Gold Yellow and White Diamond Ring, 0.61 TCW",3006.5,4295.0,18K Gold,Yellow and White,"Cushion Yellow Diamond 0.40, Round Diamond 0.21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Mixed Shapes Diamond Ring, 0.94 TCW",2975.0,4250.0,14K Gold,Rose,"Round Diamond 0.94,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Emerald Cut Tanzanite and Diamond Ring, 1.72 TCW",2656.5,3795.0,14K Gold,Rose,"Emerald Cut Tanzanite 1.33, Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Duo 14K Yellow and White Gold Diamond Ring, 1.62 TCW",3897.5,7795.0,14K Gold,Yellow and White,Round Diamond 1.62,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Signature 14K White Gold Black & White Diamond Panther Ring, 1.54 TCW",3325.0,4750.0,14K Gold,White,"Round Black Diamond 1.41, Round Diamond 0.9, Round Tsavorite 0.04",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Canare 18K Two-Tone Gold Yellow and White Diamond Ring, 0.71 TCW",3636.5,5195.0,18K Gold,Yellow and White,"Multi Shape Yellow Diamond 0.71,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.70 TCW",2397.5,4795.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.28,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Safari 14K Yellow Gold Multi Gemstone Dragon Ring, 1.51 TCW",1925.0,2750.0,14K Gold,Yellow,"Emerald Cut Multi Color 1.5, Round Diamond 0.01",,,,,,,,,,,,,,,,,,,,,,,"1""",,,,,,,,,,Rings,Women
"Effy Mosaic Sterling Silver & 18K Gold Multi Sapphire Ring, 1.65 TCW",665.0,950.0,Sterling Silver & 18K Gold,Yellow,Round Multi Sapphire 1.65,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Mosaic Sterling Silver & 18K Gold Multi Sapphire Ring, 2.60 TCW",1046.5,1495.0,Sterling Silver & 18K Gold,Yellow,Round Multi Sapphire 2.6,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Green Amethyst and Diamond Cocktail Ring, 7.63 TCW",2415.0,3450.0,14K Gold,Yellow,"Emerald Cut Green Amethyst 7.25, Round Diamond 0.38",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Ring, 3.08 TCW",3916.5,5595.0,14K Gold,Yellow,"Oval Ruby 2.14, Round Diamond 0.94",,,,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,Rings,Women
"Effy Ocean Bleu 14K Gold London Blue Topaz and Diamond Ring, 11.35 TCW",2586.5,3695.0,14K Gold,White,"Oval Blue Topaz 10.85, Round Diamond 0.5",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Seaside 14K Gold Blue Topaz and Diamond Starfish Ring, 13.74 TCW",1816.5,2595.0,14K Gold,White,"Oval Blue Topaz 13.65, Round Diamond 0.09",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Mosaic Sterling Silver & 18K Gold Multi Sapphire Ring, 1.22 TCW",595.0,850.0,Sterling Silver & 18K Gold,N/A,Round Multi Sapphire 1.22,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 0.56 TCW",3216.5,4595.0,14K Gold,White,"Emerald Cut Blue Sapphire 0.28, Round Diamond 0.28",,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K White Gold Multi Sapphire and Diamond Ring, 1.18 TCW",1575.0,2250.0,14K Gold,White,"Square Multi Sapphire 0.93, Round Diamond 0.25",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Pave Ring, 2.41 TCW",6226.5,8895.0,14K Gold,Yellow,Round Diamond 2.41,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Ring, 0.60 TCW",2575.0,5150.0,14K Gold,Yellow and White,"Round Diamond 0.6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Pave Classica 14K Rose Gold Diamond Ring, 0.93 TCW",2475.0,4950.0,14K Gold,Rose,"Round Diamond 0.93,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bouquet 14K White Gold Diamond Clusters Ring, 0.88 TCW",2002.5,4005.0,14K Gold,White,"Round Diamond 0.88,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Pave Ring, 2.50 TCW",4987.5,9975.0,14K Gold,Yellow,Round Diamond 2.5,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Bordeaux 14K Rose Gold Rhodolite Garnet and Diamond Ring, 2.89 TCW",2376.5,3395.0,14K Gold,Rose,"Emerald Cut Garnet 2.47, Round Diamond 0.42",,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 3.04 TCW",2345.0,3350.0,14K Gold,Rose,"Pear Morganite 2.6, Round Diamond 0.44",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Two-of-Us Diamond Ring, 0.39 TCW",1300.0,2600.0,14K Gold,White,"Round Diamond 0.39,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Gold Diamond Ring, 0.22 TCW",507.5,1015.0,Sterling Silver & 18K Gold,N/A,Round Diamond 0.22,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Gold Accented Diamond Ring, 0.21 TCW",597.5,1195.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Gold Accented Blue Topaz Ring, 2.09 TCW",437.5,625.0,Sterling Silver & 18K Gold,Yellow,"Cushion Blue Topaz 2.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Accented Diamond Ring, 0.53 TCW",1197.5,2395.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.53,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.45 TCW",2042.5,4085.0,14K Gold,Yellow,"Oval Emerald 1.9, Round Diamond 0.55,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Tanzanite and Diamond Ring, 2.08 TCW",1947.5,3895.0,14K Gold,White,"Oval Tanzanite 1.71, Round Diamond 0.37,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Ring, 0.57 TCW",1997.5,3995.0,14K Gold,White,Multi Shape Diamond 0.57,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Diamond Cluster Ring, 0.28 TCW",475.0,950.0,Sterling Silver,N/A,Round Diamond 0.28,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring, 4.35 TCW",1847.5,3695.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 4.2, Round Diamond 0.15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Ring, 2.26 TCW",4197.5,8395.0,14K Gold,White,"Round Diamond, Round Black Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Diamond Ring, 1.04 TCW",2870.0,4100.0,14K Gold,White,"Multi Shape Diamond 1.04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 5.28 TCW",5106.5,7295.0,14K Gold,Rose,"Baguette Ruby 4.94, Round Diamond 0.34",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black and White Diamond Pave Ring, 1.33 TCW",2425.0,4850.0,14K Gold,White,"Round Diamond 1.33,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K Rose Gold Diamond and Rose Quartz Ring, 16.45 TCW",1746.5,2495.0,14K Gold,Rose,"Pear Rose Quartz 16.25, Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Sunset 14K Yellow Gold Citrine and Diamond Cocktail Ring, 9.72 TCW",1855.0,2650.0,14K Gold,Yellow,"Oval Citrine 9.35, Multi Shape Diamond 0.37",,"5/8""",,,,,,,,,,,,,,,,,,,"3/8""",,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Band Ring, 0.34 TCW",1116.5,1595.0,14K Gold,Yellow,"Round Diamond 0.34,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Mosaic 14K Rose Gold Blue Topaz, Amethyst and Diamond Ring, 10.32 TCW",1797.5,3595.0,14K Gold,Rose,"Multi Shape Multi Color 10.13, Round Diamond 0.19",,"11/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Prong Set Diamond Ring, 1.00 TCW",1886.5,2695.0,14K Gold,Yellow,"Round Diamond 1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 3.58 TCW",,,14K Gold,White,"Baguette Blue Sapphire 3.42, Round Diamond 0.16",,,,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,Rings,Women
Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Ring 1.46 TCW,1256.5,1795.0,14K Gold,Yellow,"Round Diamond 0.13, Princess Multi Sapphire 1.33,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Novelty 14K Yellow Gold Onyx and Diamond Evil Eye Ring, 1.56 TCW",836.5,1195.0,14K Gold,Yellow,"Oval Onyx 1.45, Round Diamond 0.11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Sapphire and Diamond Evil Eye Ring, 0.55 TCW",665.0,950.0,Sterling Silver & 18K Gold,Yellow,"Round Blue Sapphire 0.37, Round Diamond 0.18",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Pink Sapphire Splash Ring, 1.88 TCW",455.0,650.0,Sterling Silver,N/A,"Round Pink Sapphire 1.88,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver Ruby Band, 0.85 TCW",346.5,495.0,Sterling Silver,N/A,Round Ruby 0.85,,,,,2mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Rose Gold Pink Sapphire and Diamond Band Ring, 0.27 TCW",770.0,1100.0,14K Gold,Rose,"Round Pink Sapphire 0.19, Round Diamond 0.08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Splash Sterling Silver Blue Sapphire Buckle Ring, 2.41 TCW",397.5,795.0,Sterling Silver,N/A,Round Blue Sapphire 2.41,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"14K Rose Gold Pink Sapphire and Diamond Ribbon Ring, 0.38 TCW",906.5,1295.0,14K Gold,Rose,"Round Pink Sapphire 0.26, Round Diamond 0.12",,"9/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver & 18K Yellow Gold Diamond Accented Ring, 0.03 TCW",346.5,495.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire Diamond Ring, 3.62 TCW",2847.5,5695.0,14K Gold,Yellow,"Marquise Multi Sapphire 2.78, Round Diamond 0.84,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Black Diamond and Emerald Snake Ring, 0.75 TCW",1697.5,3395.0,14K Gold,White,"Round Black Diamond 0.7, Round Emerald 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.52 TCW",4305.0,6150.0,14K Gold,White,"Emerald Cut Emerald 2.19, Multi Shape Diamond 0.33",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Blue Sapphire and Diamond Ring, 2.76 TCW",3672.5,7345.0,14K Gold,White,"Round Blue Sapphire 2.57, Round Diamond 0.19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aquarius 14K Rose Gold Aquamarine and Diamond Ring, 3.50 TCW",3570.0,5100.0,14K Gold,Rose,"Emerald Cut Aquamarine 2.9, Multi Shape Diamond 0.6,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 7.02 TCW",1536.5,2195.0,14K Gold,Yellow,"Emerald Cut Citrine 6.85, Round Diamond 0.17",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K Yellow Gold Tanzanite & Diamond Ring, 0.74 TCW",1956.5,2795.0,14K Gold,Yellow,"Trillion Tanzanite 0.66, Round Diamond 0.08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Brasiica 14K Yellow Gold Emerald and Diamond Ring, 1.49 TCW",1547.5,3095.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.35",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aurora 14K Yellow Gold Opal and Diamond Ring, 2.64 TCW",2152.5,4305.0,14K Gold,Yellow,"Oval Opal 2.07, Multi Shape Diamond 0.57",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Classique 14K White Gold Diamond Ring, 1.26 TCW",3190.0,6380.0,14K Gold,White,Multi Shape Diamond 1.26,,"0.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Accented Ring, 0.28 TCW",2250.0,4500.0,14K Gold,Yellow,"Round Diamond 0.28,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Starfish Ring, 0.71 TCW",1732.5,3465.0,14K Gold,Yellow,Round Diamond 0.71,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K Rose Gold Cognac and White Diamond Ring, 0.74 TCW",2647.5,5295.0,14K Gold,Rose,"Round Diamond 0.74,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Espresso and White Diamond Ring, 0.71 TCW",2687.5,5375.0,14K Gold,Yellow,"Round Diamond 0.71,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Emerald and Diamond Ring, 1.48 TCW",1350.0,2700.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.34,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver and 18K Gold Accented Diamond Ring, 0.21 TCW",525.0,1050.0,Sterling Silver & 18K Gold,Yellow,"Round Diamond 0.21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K White Gold Blue Sapphire and Diamond Ring, 4.66 TCW",1997.5,3995.0,14K Gold,White,"Oval Blue Sapphire 4.56, Round Diamond 0.1",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Tanzanite Royale 14K 2-Tone Gold Tanzanite and Diamond Ring, 2.97 TCW",4692.5,9385.0,14K Gold,Yellow and White,"Emerald Cut Tanzanite 1.33, Round Diamond 1.64,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.86 TCW",1547.5,3095.0,14K Gold,White,"Oval Blue Sapphire 1.42, Round Diamond 0.44,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 1.44 TCW",1175.0,2350.0,14K Gold,White,"Round Blue Sapphire 1.37, Round Diamond 0.07",,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Aurora 14K Yellow Gold Opal and Diamond Filagree Leaf Ring, 1.81 TCW",1855.0,2650.0,14K Gold,Yellow,"Marquise Opal 1.65, Round Diamond 0.16",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 925 Sterling Silver and 18K Gold Blue Diamond Ring, 0.42 TCW",497.5,995.0,Sterling Silver & 18K Gold,Yellow,Round Blue Diamond 0.42,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy Espresso 14K White Gold Cognac and White Diamond Ring, 2.74 TCW",4097.5,8195.0,14K Gold,White,"Round Diamond, Round Cognac Diamond ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy 14K Yellow Gold Diamond Pave Ring, 1.37 TCW",2825.0,5650.0,14K Gold,Yellow,"Round Diamond 1.37,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
"Effy D'Oro 14K Yellow Gold Diamond Duo Ring, 0.95 TCW",2950.0,5900.0,14K Gold,Yellow,"Round Diamond 0.95,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women
