Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,Hoop Size,"Height 3/8"" x Length",Diameter,Earring,Drop Length,Earring Size,Stud Size,Top Diameter,Diamater,Gemstones, Length,Earring size,Information,"75"" Pearl Size","5"" Pearl Size", Widest Part, Stone included,"25"" Diameter",Earring Diameter,Earring Length,Pearl Size, Lapis Size, Drop Length, Onyx Size,Flower Diameter,Height,Screw Backs. Earring Diameter,Jewelry_Type,Sex,Snake Dimension,Top Width,Flower Dimension,Top width,Width,Top Length,Size,GAL Certified. Top Width,Panther Head Size,Setting Width,Center Stone,Top Widht,Band Width,Band Thickness,Starfish Size,Snake Length, Height,Dragon Length,Bow Length, Gemstones,Heart Size,Length Across Butterflies,Top Length Appx,Height , Contains,Bracelet Length,Adjustable Length,"7"" Length. Pearl Sizes","7"" Length. Pearl Size",Bolo Chain Max Length,Adjustable String,Bracelet Width,"75"" Thickness",Adjustable Chain,Thickness,Adjustable Bolo Chain. Anchor Length,"5""  Width",Hinged Closure. Width,Size 7. Hinged Closure. Top Width,Hinged Closure. Top Width,Adjustable length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter","17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length, Pendant Length,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length","18"" Necklace. Bar Length","18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size", Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone"
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.53 TCW",2096.5,2995.0,14K Gold,Yellow,"Emerald Cut Emerald 1.33, Round Diamond 0.2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.58 TCW",2936.5,4195.0,14K Gold,Yellow,"Emerald Cut Emerald 0.95, Multi Shape Diamond 0.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.55 TCW",2796.5,3995.0,14K Gold,Yellow,"Oval Emerald 1.14, Round Diamond 0.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Multi Sapphire Diamond Butterfly Ring, 2.62 TCW",1816.5,2595.0,14K Gold,Yellow,"Round Diamond 1.48, Marquise Multi Sapphire 1.14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 6.72 TCW",976.5,1395.0,14K Gold,Yellow,"Rectangle Citrine 6.66, Round Diamond 0.06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Blush 14K Rose Gold Morganite and Diamond Ring, 2.59 TCW",2275.0,3250.0,14K Gold,Rose,"Emerald Cut Morganite 2.2, Multi Shape Diamond 0.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver and 18K Yellow Gold Diamond Ring, 0.10 TCW",486.5,695.0,Sterling Silver & 18K Gold,Yellow,Round Diamond 0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K Yellow Gold Diamond Cluster Ring, 0.68 TCW",2656.5,3795.0,14K Gold,Yellow,"Round Diamond 0.68,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Multi Sapphire Splash Ring, 1.84 TCW",250.0,,Sterling Silver,N/A,"Round Sapphire 1.84,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K Rose Gold Diamond Snake Ring, 1.85 TCW",5246.5,7495.0,14K Gold,Rose,"Round Cognac Diamond 1.56, Round Diamond 0.25, Round Tsavorite 0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Mosaic Sterling Silver Multi Gemstone Ring, 1.66 TCW",157.5,225.0,Sterling Silver,N/A,"Smokey Quartz, Peridot, Garnet, Citrine, Amethyst, Blue Topaz and Garnet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Gold Multi Sapphire and Diamond Floral Ring, 3.03 TCW",1855.0,2650.0,14K Gold,Yellow,"Pear Multi Sapphire 2.85, Round Diamond 0.18,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.52 TCW",2096.5,2995.0,14K Gold,Rose,Round Diamond 0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Blue Sapphire Splash Ring, 1.80 TCW",250.0,,Sterling Silver,N/A,"Blue Sapphire 1.8,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Lagoon Sterling Silver Onyx Ring, 4.30 TCW",346.5,495.0,Sterling Silver,N/A,"Oval Onyx 4.3,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Novelty 14K White Gold Diamond Cross Ring, 0.10 TCW",626.5,895.0,14K Gold,White,"Round Diamond 0.1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Mosaic 14K Yellow Gold Multi Gemstone Ring, 1.40 TCW",945.0,1350.0,14K Gold,Yellow,Round Multi Color 1.4,,,,,,,,,,,"Amethyst, Blue Topaz, Citrine, Peridot & Garnet.",,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Aquarius 14K White Gold Aquamarine and Diamond Ring, 1.59 TCW",2096.5,2995.0,14K Gold,White,"Round Aquamarine 1.15, Round Diamond 0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver Blue Sapphire Ring, 2.45 TCW",766.5,1095.0,Sterling Silver,N/A,Round Blue Sapphire 2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effy Seaside Sterling Silver and 18K Gold Turtle Ring,385.0,550.0,Sterling Silver & 18K Gold,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver and 18K Gold Accents Multi Gemstone Ring, 3.62 TCW",385.0,550.0,Sterling Silver & 18K Gold,Yellow,"Multi Shape Multi Color 3.62,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 925 Sterling Silver and 18K Gold Green Amethyst Ring, 1.75 TCW",276.5,395.0,Sterling Silver & 18K Gold,Yellow,"Rectangle Green Amethyst 1.75,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Classique 14K White Gold Diamond Ring, 0.73 TCW",2205.0,3150.0,14K Gold,White,"Baguette Diamond 0.52, Round Diamond 0.21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Rose 14K Rose Gold Diamond Ring, 0.56 TCW",3356.5,4795.0,14K Gold,Rose,Round Diamond 0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Alexandrite and Diamond Ring, 0.57 TCW",3496.5,4995.0,14K Gold,White,"Oval Alexandrite 0.33, Round Diamond 0.24,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Gemma 14K Rose Gold Ruby and Diamond Ring, 1.28 TCW",1676.5,2395.0,14K Gold,Rose,"Baguette Ruby 1.06, Round Diamond 0.22,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Safari 14K White Gold Mix Diamonds and Ruby Peacock Ring, 1.50 TCW",5316.5,7595.0,14K Gold,White,"Round Diamond 1.49, Round Ruby 0.01,Blue, Green, Yellow and White Diamonds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Ring, 3.50 TCW",3347.5,6695.0,14K Gold,Yellow,"Oval Multi Sapphire 2.9, Round Diamond 0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"13/16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Pave Classica 14K White Gold Diamond Ring, 2.53 TCW",6856.5,9795.0,14K Gold,White,Multi Shape Diamond 2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Ring, 2.29 TCW",3570.0,5100.0,14K Gold,White,"Emerald Cut Tanzanite 2.09, Round Diamond 0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bouquet 14K White Gold Diamond Heart Ring, 0.84 TCW",2516.5,3595.0,14K Gold,White,Multi Shape Diamond 0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K White Gold Diamond Panther Ring, 0.67 TCW",2446.5,3495.0,14K Gold,White,"Round Diamond 0.65, Round Emerald 0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Duo 14K Two Tone Gold Diamond Cluster Ring, 1.93 TCW",6506.5,9295.0,14K Gold,Rose and White,Round Diamond 1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Black Diamond Wide Band Ring, 2.11 TCW",4616.5,6595.0,14K Gold,White,Round Black Diamond 2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Canare 14K Tri Tone Gold Yellow and White Diamond Ring, 1.03 TCW",3916.5,5595.0,14K Gold,Three Tone,"Round Yellow Diamond 0.63, Round Diamond 0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Yellow Gold Diamond and Emerald Panther Ring, 2.13 TCW",7346.5,10495.0,14K Gold,Yellow,"Round Diamond 2.09, Round Emerald 0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 2.04 TCW",1046.5,1495.0,14K Gold,White,"Marquise Blue Sapphire 1.99, Round Diamond 0.05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Green Amethyst and Diamond Ring, 1.72 TCW",1015.0,1450.0,14K Gold,Yellow,"Rectangle Green Amethyst 6.5, Round Diamond 0.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Signature 14K Gold Diamond Single or Double Finger Ring, 0.41 TCW",2446.5,3495.0,14K Gold,Yellow,"Round Diamond 0.39, Round Tsavorite 0.02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Topaz and Diamond Ring, 8.52 TCW",1365.0,1950.0,14K Gold,White,"Emerald Cut Blue Topaz 8.45, Round Diamond 0.07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14K Two Tone Gold Espresso and White Diamond Crossover Ring, 1.00 TCW",1925.0,2750.0,14K Gold,Rose and White,Round Diamond 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Alexandrite and Diamond Ring, 0.84 TCW",2575.0,5150.0,14K Gold,Yellow,"Oval Alexandrite 0.42, Round Diamond 0.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ocean Blue 14K Gold London Blue Topaz and Diamond Ring, 8.39 TCW",,,14K Gold,White,"Rectangle Blue Topaz 8.33, Round Diamond 0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Bella Bleu 14K White Gold Blue and White Diamond Ring, 0.47 TCW",1746.5,2495.0,14K Gold,White,"Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Nature 14K Two Tone Gold Diamond Flower Ring, 0.34 TCW",1325.0,2650.0,14K Gold,Rose and White,"Round Diamond 0.34,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.02 TCW",2997.5,5995.0,14K Gold,White,"Emerald Cut Emerald 1.42, Round Diamond 0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Rose Gold Ruby and Diamond Ring, 0.44 TCW",1186.5,1695.0,14K Gold,Rose,"Round Ruby 0.28, Round Diamond 0.16,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Rose Gold Espresso and White Diamond Belt Ring, 0.57 TCW",1997.5,3995.0,14K Gold,Rose,"Round Cognac Diamond 0.53, Round Diamond 0.04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K Yellow Gold Turquoise and Diamond Ring, 2.03 TCW",1396.5,1995.0,14K Gold,Yellow,"Oval Turquoise 2.35, Round Diamond 0.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Ring, 0.52 TCW",976.5,1395.0,14K Gold,Yellow,"Round Ruby 0.43, Round Diamond 0.09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Eclipse 14K Yellow Gold Onyx and Diamond Ring, 1.79 TCW",906.5,1295.0,14K Gold,Yellow,"Marquise Onyx 7, Round Diamond 0.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy Royale Bleu 14K White Gold Sapphire and Diamond Ring, 3.10 TCW",3447.5,6895.0,14K Gold,White,"Oval Blue Sapphire 2.85, Round Diamond 0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effy 14K White Gold Blue Topaz and Diamond Ring, 2.44 TCW",1297.5,2595.0,14K Gold,White,"Oval Blue Topaz 2, Round Diamond 0.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rings,Women,,"3/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
