Description,Discount_Price,Price,Metal,Metal Color,Stones,Length,"18"" Chain Included. Pendant Length","16""-18"" Adjustable Chain Included. Pendant Length","16""-18"" Adjustable Chain. Pendant Length","16"" Chain Included. Palm Tree Length","18"" Chain Included. Pendant Diameter",Adjustable Length,"17"" Adjustable Chain Attached. Pendant Diameter","16"" Chain Included Pendant Size","16""-18"" Adjustable Chain. Drop Length","18"" Attached Chain. Pendant Length",Necklace Length,Information, Pendant Length,Gemstones,"16"" Chain Included. Pendant Length","18"" Chain Attached. Pendant Length","16"" Chain Attached. Drop Length","Attached 17.5"" Chain. Pendant Length","16"" Double Chain Included. Pendant Length","17"" Attached Chain. Adjustable down to 15"" in 1/2"" increments. Cross length","18"" Chain Included with 6 Diamond sections. Pendant Diameter",Chain Included. Pendant Length,Chain Included. Pendant Diameter,Chain Included. Pendant diameter,"18"" Chain Included. Pendant Size","16"" - 18"" Adjustable Chain. Pendant Length","16"" - 18"" Adjustable Chain. Pendant Size","16"" - 18"" Adjustable Chain Included. Pendant Length","GAL Certified. 16"" Chain Included. Pendant Length","16""-18"" Adjustable Chain. Panther","16"" Length Pendant Length","18"" Chain Included (Adjustable to 16""). Pendant Diameter","18""Chain Included. Pendant Length","20"" Chain Included Pendant Size","18"" Chain Included. Bee Size","18"" Chain Included Pendant Size","18"" Chain Included. Pendantl Length","18"" Chain Included. Pearl Size","18"" Necklace. Pearl Size","Adjustable 16""-18"" Chain. Pendant Length","16"" Chain Length. Pendant Diameter","18"" Necklace. Center Size","16"" Chain Inclueded. Pendant Length",Adjustable Chain,""" Panther Head","15""-18"" Adjustable Chain. Pendant Length", Buterfly height,"17.25"" Attached Chain. Diameter","16""-18"" Adjustable Chain. Snake Length", Bar Length,"18"" Necklace. Pearl Sizes","16""-18"" Adjustable Chain Included. Pendant Diameter","14"" - 18"" Adjustable Chain. Pendant Length","19"" Chain Included. Pendant Length", Pendant Drop,"17"" Attached Chain. Snake Length", Length,"18"" Necklace. Bar Length",Bracelet Length,"18"" Chain Included. Flower Diameter","20"" Chain Included. Pendant Length","16"" - 18"" Adjustable Chain.Butterfly Size","16""-18"" Adjustable Chain. Pendant Diameter","18"" Chain Included. Pendant Lenght","Adjustable 18"" Pull Chain. Evil Eye Length","18"" Chain Included. Heart Length","18"" Chain Included. Size of Heart","16"" - 18"" Adjustable Chain. Butterfly Size",Pearl Size, Necklace Length,"16""-18"" Adjustable Chain Included. Pendant Legnth","17"" Chain Included. Pendant Length","17"" Attached Chain. Pendant Length","4 Strand 18"" Necklace. Pearl Sizes",Pendant Length,"25"" Gemstone",Jewelry_Type,Sex
"Effy 18K Yellow Gold Tanzanite and Diamond Necklace, 3.52 TCW",14416.5,20595.0,18K Gold,Yellow,"Trillion Tanzanite 2.85, Round Diamond 0.67,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Pendant, 2.80 TCW",7696.5,10995.0,14K Gold,White,Multi Shape Diamond 2.8,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Bouquet 14K Tri Color Gold Floating Diamond Cluster Necklace, 0.20 TCW",1187.5,2375.0,14K Gold,Three Tone,Round Diamond 0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Yellow Gold Ruby & Diamond Pendant, 1.17 TCW",1186.5,1695.0,14K Gold,Yellow,"Square Ruby 1.06, Round Diamond 0.11",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Pendant, 3.65 TCW",995.0,2650.0,14K Gold,Yellow,"Multi Shape Multi Sapphire 3.36, Round Diamond 0.29",,,,,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire and Diamond Whale's Tail Pendant, 0.84 TCW",1247.5,2495.0,14K Gold,Yellow,"Round Multi Sapphire 0.64, Round Diamond 0.2",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K Rose & White Gold Diamond Heart Pendant, 0.47 TCW",1775.0,3550.0,14K Gold,Rose and White,"Round Diamond 0.47,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Canare 18K 2-Tone Gold Yellow & White Diamond Necklace, 0.68 TCW",3525.0,7050.0,18K Gold,Yellow and White,"Round Diamond 0.43, Square Yellow Diamond 0.25","18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Gemma 14K White Gold Blue Sapphire & Diamond Cross Pendant, 0.91 TCW",1536.5,2195.0,14K Gold,White,"Round Blue Sapphire 0.7, Round Diamond 0.21,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond Circle Pendant, 0.70 TCW",3146.5,4495.0,14K Gold,White,Multi Shape Diamond 0.7,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Rose Gold Diamond Palm Tree Pendant, 0.10 TCW",450.0,,14K Gold,Rose,Round Diamond 0.1,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Gemma White Gold Emerald & Diamond Pendant, 1.25 TCW",2096.5,2995.0,14K Gold,White,"Emerald Cut Emerald 0.95, Round Diamond 0.3",,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Black and White Diamond Pendant, 0.48 TCW",1676.5,2395.0,14K Gold,White,Round Diamond 0.48,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K White Gold Black and White Diamond Zebra Pendant, 0.50 TCW",2026.5,2895.0,14K Gold,White,Round Diamond 0.5,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond Pendant, 0.91 TCW",4406.5,6295.0,14K Gold,White,Multi Shape Diamond 0.91,,,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Pink and White Diamond Pendant, 0.48 TCW",3846.5,5495.0,14K Gold,White,"Round Pink Diamond 0.26, Round Diamond 0.22",,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Necklace, 0.93",1447.5,2895.0,14K Gold,White,"Round Tanzanite 0.57, Round Diamond 0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15""- 18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White Gold 18"" Diamond Station and Flower Cluster Necklace, 1.51 TCW",4196.5,5995.0,14K Gold,White,"Round Diamond 1.51,18"" Necklace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K Yellow Gold Multi Gemstone and Diamond Snake Pendant, 2.16",2236.5,3195.0,14K Gold,Yellow,"Multi Shape Multi Color 1.77, Round Diamond 0.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White Gold Tanzanite and Diamond Pendant, 2.13 TCW",995.0,,14K Gold,White,"Oval Tanzanite 2, Round Diamond 0.13",,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver Onyx and Diamond Pendant, 4.93 TCW",346.5,495.0,Sterling Silver,N/A,"Cushion Onyx 4.9, Round Diamond 0.03",,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Mosaic 14K Yellow Gold Multi Gemstone and Diamond Necklace, 2.83 TCW",1396.5,1995.0,14K Gold,Yellow,"Emerald Cut Multi Color 2.7, Round Diamond 0.13",,,,,,,,,,,,,"16""-18"" Adjustable Chain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K Yellow Gold Cultured Fresh Water Pearl Necklace,346.5,495.0,14K Gold,Yellow,Round Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4mm - 6mm,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy 14K Yellow Gold Cultured Fresh Water Pearl Pendant,416.5,595.0,14K Gold,Yellow,Round Pearl,,"1.06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Yellow Gold Multi Sapphire & Diamond Palm Tree Pendant, 0.33 TCW",906.5,1295.0,14K Gold,Yellow,"Round Multi Sapphire 0.29, Round Diamond 0.04",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Watercolors 14K Gold Multi Sapphire & Diamond Necklace, 11.21 TCW",10850.0,15500.0,14K Gold,Yellow,"Square Multi Sapphire 10.11, Round Diamond 1.2","17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Diamond Nautical Necklace, 0.18 TCW",1767.5,2525.0,14K Gold,White,Round Diamond 0.18,,,,,,,"16"" - 18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K Yellow Gold Emerald & Diamond Pendant, 1.32 TCW",2306.5,3295.0,14K Gold,Yellow,"Round Emerald 0.81, Round Diamond 0.49, Round Tsavorite 0.02",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Black and White Diamond Pendant, 0.92 TCW",2096.5,2995.0,14K Gold,White,"Round Black Diamond, Round Diamond ",,,,,,,,,,,,,,,,,,,,,,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Flower Necklace, 0.50 TCW",1847.5,3695.0,14K Gold,White,Multi Shape Diamond 0.5,"17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K White and Yellow Gold Diamond Crossover Pendant, 1.00 TCW",2205.0,3150.0,14K Gold,Yellow and White,Round Diamond 1,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K White Gold Diamond Palm Tree Pendant, 0.10 TCW",497.5,995.0,14K Gold,White,Round Diamond 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Black and White Diamond Pendant, 0.86 TCW",2236.5,3195.0,14K Gold,White,Round Diamond 0.86,,"1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside 14K White Gold Sapphire & Diamond Dolphins Pendant, 0.65 TCW",1816.5,2595.0,14K Gold,White,"Round Blue Sapphire 0.44, Round Diamond 0.21",,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Canare 18K Two-Tone Gold Yellow and White Diamond Pendant, 0.52 TCW",2446.5,3495.0,18K Gold,Yellow and White,"Round Yellow Diamond 0.52,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Onyx and Diamond Hamsa Pendant, 2.98 TCW",770.0,1100.0,14K Gold,Yellow,"Round Onyx 2.9, Round Diamond 0.08",,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Disk Pendant, 1.60 TCW",4445.0,6350.0,14K Gold,Yellow,Multi Shape Diamond 1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Mosaic Sterling Silver & 18K Gold Multi Sapphire Pendant, 1.55 TCW",665.0,950.0,Sterling Silver & 18K Gold,Yellow,Round Multi Sapphire 1.55,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K White Gold Diamond and Emerald Necklace, 3.19 TCW",8997.5,17995.0,14K Gold,White,"Round Diamond 3.16, Round Emerald 0.03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond Necklace, 0.61 TCW",2205.0,3150.0,14K Gold,White,Multi Shape Diamond 0.61,"18"" with 1.13"" Drop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond Heart Necklace, 0.40 TCW",1342.5,2685.0,14K Gold,White,Multi Shape Diamond 0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Kidz 14K White Gold Diamond Butterfly Pendant, 0.10 TCW",425.0,850.0,14K Gold,White,"Round Diamond 0.1,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy Seaside Silver Cultured Fresh Water Pearl Whale's Tail Pendant,227.5,325.0,Sterling Silver,N/A,Round Pearl,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Pave Classica Diamond Hamsa Pendant, .23 TCW",875.0,1250.0,14K Gold,White,"Round Diamond 0.23,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K White Gold Diamond and Emerald Pendant, 0.52 TCW",1497.5,2995.0,14K Gold,White,"Round Diamond 0.48, Round Emerald 0.04",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
Effy Diversa 14K White Gold Black and White Diamond Double Sided Pendant,4225.0,8450.0,14K Gold,White,Round Diamond 3.28,,"7/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Two Tone Gold Sapphire and Diamond Pendant, 1.66 TCW",1675.0,3350.0,14K Gold,Rose and White,"Oval Blue Sapphire 1.42, Round Diamond 0.24",,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy D'Oro 14K Yellow Gold Diamond Circles Pendant, 0.41 TCW",1995.0,2850.0,14K Gold,Yellow,Round Diamond 0.41,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K Rose Gold Rose Quartz and Diamond Pendant, 16.18 TCW",1746.5,2495.0,14K Gold,Rose,"Trillion Rose Quartz 15.9, Round Diamond 0.28",,"1.06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Alexandrite and Diamond Pendant, 0.65 TCW",3916.5,5595.0,14K Gold,White,"Oval Alexandrite 0.5, Round Diamond 0.15",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Two Tone Gold Diamond Shema Pendant, 0.47 TCW",2516.5,3595.0,14K Gold,Rose and White,Round Diamond 0.47,,,,,,,,,,,,,,,,,,,,,,,,"1.2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Signature 14K White Gold Diamond & Emerald Pendant, 0.79 TCW",2975.0,4250.0,14K Gold,White,"Round Diamond 0.68, Round Black Diamond 0.06, Round Emerald 0.05",,"1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver Blue Sapphire Circle Pendant, 4.75 TCW",1237.5,2475.0,Sterling Silver,N/A,"Sapphire 4.75,Chain Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Gold Blue & White Diamond Palm Tree Necklace, 0.25 TCW",1186.5,1695.0,14K Gold,White,Round Diamond 0.25,,,,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Necklace, 0.41 TCW",1575.0,3150.0,14K Gold,White,Round Diamond 0.41,"16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Aquarius 14K White Gold Aquamarine and Diamond Pendant, 2.08 TCW",1097.5,2195.0,14K Gold,White,"Cushion Aquamarine 1.8, Round Diamond 0.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and  Diamond Necklace, 1.11 TCW",1645.0,2350.0,14K Gold,Yellow,"Round Ruby 1, Round Diamond 0.11","18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Ruby Royale 14K Yellow Gold Ruby and Diamond Pendant, 1.76 TCW",2376.5,3395.0,14K Gold,Yellow,"Oval Ruby 1.42, Round Diamond 0.34",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"14K Rose Gold Pink Sapphire and Diamond Ribbon Pendant, 0.31 TCW",875.0,1250.0,14K Gold,Rose,"Round Pink Sapphire 0.23, Round Diamond 0.08",,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Seaside Sterling Silver & 18K Gold Multi Gemstone Starfish Pendant, 1.82 TCW",577.5,825.0,Sterling Silver & 18K Gold,N/A,Multi Shape Multi Color 1.82,,"3/4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Yellow Gold Onyx and Diamond Evil Eye Necklace, 1.12 TCW",1186.5,1695.0,14K Gold,Yellow,"Round Onyx 0.95, Round Diamond 0.17,16"" - 18"" Adjustable Length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Rose Gold Diamond Heart Leather Choker, 0.12 TCW",945.0,1350.0,14K Gold,Rose,"Round Diamond 0.12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Yellow Gold Turquoise Necklace, 7.75 TCW",1606.5,2295.0,14K Gold,Yellow,Round Turquoise 7.75,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Safari 14K White Gold Diamond Koala Bear Pendant, 0.69",1925.0,3850.0,14K Gold,White,"Round Diamond 0.69,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Gold Ruby, Sapphire and Diamond Eagle Pendant, 1.02 TCW",2275.0,3250.0,14K Gold,White,"Round Multi Color 0.74, Round Diamond 0.28",,,"1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 925 Sterling Silver Black Diamond Pendant, 0.21 TCW",577.5,825.0,Sterling Silver,N/A,Round Black Diamond 0.21,,"1/2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Pave Classica 14K White Gold Diamond Bezel Set Necklace, 0.20 TCW",1746.5,2495.0,14K Gold,White,Round Diamond 0.2,"18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Novelty 14K Rose Gold Diamond Teddy Bear Pendant, 0.51 TCW",1956.5,2795.0,14K Gold,Rose,Round Diamond 0.51,,"0.63""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Nature Sapphire, Tsavorite and Diamond Butterfly Pendant, 1.27 TCW",2096.5,2995.0,14K Gold,Yellow,"Multi Shape Multi Color 0.93, Round Diamond 0.34",,"5/8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Ruby and Diamond Necklace, 6.11 TCW",11750.0,23500.0,14K Gold,White,"Oval Ruby 4.45, Round Diamond 1.66","16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3/4""",,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K White Gold Diamond Cross Pendant, 0.71 TCW",1396.5,1995.0,14K Gold,White,Round Diamond 0.71,,,,,,,,,,,,,,,,"1.13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy Classique 14K White Gold Diamond V-Shape Necklace, 0.32 TCW",1470.0,2100.0,14K Gold,White,"Baguette Diamond 0.21, Round Diamond 0.11,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
"Effy 14K Rose Gold Morganite and Diamond Pendant, 3.13",1125.0,2250.0,14K Gold,Rose,"Oval Morganite 3.09, Round Diamond 0.04",,".75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necklace and Pendant,Women
